Group,Block,Trial,Sentence,Verb,Noun1,Noun2,ContextNounObj,Type,List,Bias,TrialGroup,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,GitLink_image1,GitLink_image2,GitLink_AudioFile,Rand
D,Training,125,Kate slapped the frog with the spoon,slapped,frog,spoon,frogladle,Sentence,2,InstControl,5,katefrogspoon_nopauses.mp3,katefrogspooninstright2_context.png,katefrogspoonmodleft2_context.png,katefrogspooninstright2_context.png,katefrogspoonmodleft2_context.png,1,inst,mod,L,R,406,3053,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefrogspooninstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefrogspoonmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katefrogspoon_nopauses.mp3?raw=true,0.812643642
D,Training,125,Who did it?,slapped,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.812643642
D,Training,113,Kate stung the frog with the colored pencil,stung,frog,colored pencil,frogoar,Sentence,2,InstControl,5,katefrogcoloredpencil_nopauses.mp3,katefrogcoloredpencilinstleft2_context.png,katefrogcoloredpencilmodright2_context.png,katefrogcoloredpencilmodright2_context.png,katefrogcoloredpencilinstleft2_context.png,2,mod,inst,R,L,358,3474,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefrogcoloredpencilmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefrogcoloredpencilinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katefrogcoloredpencil_nopauses.mp3?raw=true,0.823420943
D,Training,113,Who did it?,stung,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.823420943
D,Training,42,Tom hammered the turtle with the sticky note,hammered,turtle,sticky note,turtleoar,Sentence,2,InstControl,6,tomturtlestickynote_nopauses.mp3,tomturtlestickynoteinstright2_context.png,tomturtlestickynotemodleft2_context.png,tomturtlestickynoteinstright2_context.png,tomturtlestickynotemodleft2_context.png,1,inst,mod,L,R,652,3367,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomturtlestickynoteinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomturtlestickynotemodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomturtlestickynote_nopauses.mp3?raw=true,0.824759125
D,Training,42,Who did it?,hammered,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.824759125
D,Training,104,Tom crushed the girl with the tweezers,crushed,girl,tweezers,girlmallet,Sentence,2,InstControl,8,tomgirltweezers_nopauses.mp3,tomgirltweezersinstleft2_context.png,tomgirltweezersmodright2_context.png,tomgirltweezersmodright2_context.png,tomgirltweezersinstleft2_context.png,2,mod,inst,R,L,581,3172,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomgirltweezersmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomgirltweezersinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomgirltweezers_nopauses.mp3?raw=true,0.831967241
D,Training,104,Who did it?,crushed,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.831967241
D,Training,122,Tom slapped the cow with the spoon,slapped,cow,spoon,cowladle,Sentence,2,InstControl,2,tomcowspoon_nopauses.mp3,tomcowspooninstleft2_context.png,tomcowspoonmodright2_context.png,tomcowspoonmodright2_context.png,tomcowspooninstleft2_context.png,2,mod,inst,R,L,534,2884,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomcowspoonmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomcowspooninstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomcowspoon_nopauses.mp3?raw=true,0.836939473
D,Training,122,Who did it?,slapped,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.836939473
D,Training,8,Tom covered the girl with the grass,covered,girl,grass,girlmallet,Sentence,2,InstControl,8,tomgirlgrass_nopauses.mp3,tomgirlgrassinstleft2_context.png,tomgirlgrassmodright2_context.png,tomgirlgrassmodright2_context.png,tomgirlgrassinstleft2_context.png,2,mod,inst,R,L,690,3137,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomgirlgrassmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomgirlgrassinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomgirlgrass_nopauses.mp3?raw=true,0.838863594
D,Training,8,Who did it? ,covered,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.838863594
D,Training,70,Tom scratched the gorilla with the stick,scratched,gorilla,stick,gorillatennisracket,Sentence,2,InstControl,10,tomgorillastick_nopauses.mp3,tomgorillastickinstright2_context.png,tomgorillastickmodleft2_context.png,tomgorillastickinstright2_context.png,tomgorillastickmodleft2_context.png,1,inst,mod,L,R,546,3088,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomgorillastickinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomgorillastickmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomgorillastick_nopauses.mp3?raw=true,0.839037427
D,Training,70,Who did it?,scratched,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.839037427
D,Training,77,Kate jabbed the frog with the tongs,jabbed,frog,tongs,frogladle,Sentence,2,InstControl,5,katefrogtongs_nopauses.mp3,katefrogtongsinstright2_context.png,katefrogtongsmodleft2_context.png,katefrogtongsinstright2_context.png,katefrogtongsmodleft2_context.png,1,inst,mod,L,R,402,3061,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefrogtongsinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefrogtongsmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katefrogtongs_nopauses.mp3?raw=true,0.84009687
D,Training,77,Who did not do it?,jabbed,NA,NA,NA,Question_Control,2,InstControl,,whodidnotdoit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,1498,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidnotdoit.mp3?raw=true,0.84009687
D,Training,103,Kate crushed the pig with the tweezers,crushed,pig,tweezers,pigmallet,Sentence,2,InstControl,7,katepigtweezers_nopauses.mp3,katepigtweezersinstright2_context.png,katepigtweezersmodleft2_context.png,katepigtweezersinstright2_context.png,katepigtweezersmodleft2_context.png,1,inst,mod,L,R,407,3112,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katepigtweezersinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katepigtweezersmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katepigtweezers_nopauses.mp3?raw=true,0.840131263
D,Training,103,Who did it?,crushed,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.840131263
D,Training,37,Kate hammered the dolphin with the sticky note,hammered,dolphin,sticky note,dolphinoar,Sentence,2,InstControl,1,katedolphinstickynote_nopauses.mp3,katedolphinstickynoteinstleft2_context.png,katedolphinstickynotemodright2_context.png,katedolphinstickynotemodright2_context.png,katedolphinstickynoteinstleft2_context.png,2,mod,inst,R,L,388,3279,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katedolphinstickynotemodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katedolphinstickynoteinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katedolphinstickynote_nopauses.mp3?raw=true,0.873031591
D,Training,37,Who did it?,hammered,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.873031591
D,Training,81,Kate jabbed the whale with the sack,jabbed,whale,sack,whalemallet,Sentence,2,InstControl,9,katewhalesack_nopauses.mp3,katewhalesackinstright2_context.png,katewhalesackmodleft2_context.png,katewhalesackinstright2_context.png,katewhalesackmodleft2_context.png,1,inst,mod,L,R,413,2826,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katewhalesackinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katewhalesackmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katewhalesack_nopauses.mp3?raw=true,0.876476329
D,Training,81,Who did it?,jabbed,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,kate.png,tom.png,tom.png,kate.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.876476329
D,Training,115,Kate stung the pig with the pin,stung,pig,pin,pigtennisracket,Sentence,2,InstControl,7,katepigpin_nopauses.mp3,katepigpininstleft2_context.png,katepigpinmodright2_context.png,katepigpinmodright2_context.png,katepigpininstleft2_context.png,2,mod,inst,R,L,380,2637,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katepigpinmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katepigpininstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katepigpin_nopauses.mp3?raw=true,0.876490505
D,Training,115,Who did it?,stung,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.876490505
D,Training,3,Kate covered the fox with the feather,covered,fox,feather,foxladle,Sentence,2,InstControl,3,katefoxfeather_nopauses.mp3,katefoxfeatherinstright2_context.png,katefoxfeathermodleft2_context.png,katefoxfeatherinstright2_context.png,katefoxfeathermodleft2_context.png,1,inst,mod,L,R,423,2821,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefoxfeatherinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefoxfeathermodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katefoxfeather_nopauses.mp3?raw=true,0.879055223
D,Training,3,Who did it? ,covered,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.879055223
D,Training,87,Kate rubbed the fox with the walkie-talkie,rubbed,fox,walkie-talkie,foxoar,Sentence,2,InstControl,3,katefoxwalkietalkie_nopauses.mp3,katefoxwalkietalkieinstleft2_context.png,katefoxwalkietalkiemodright2_context.png,katefoxwalkietalkiemodright2_context.png,katefoxwalkietalkieinstleft2_context.png,2,mod,inst,R,L,384,3366,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefoxwalkietalkiemodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katefoxwalkietalkieinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katefoxwalkietalkie_nopauses.mp3?raw=true,0.880184448
D,Training,87,Who did it?,rubbed,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.880184448
D,Training,11,Kate covered the buffalo with the grass,covered,buffalo,grass,buffalomallet,Sentence,2,InstControl,11,katebuffalograss_nopauses.mp3,katebuffalograssinstright2_context.png,katebuffalograssmodleft2_context.png,katebuffalograssinstright2_context.png,katebuffalograssmodleft2_context.png,1,inst,mod,L,R,374,3248,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katebuffalograssinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katebuffalograssmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katebuffalograss_nopauses.mp3?raw=true,0.889806624
D,Training,11,Who did it?,covered,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,kate.png,tom.png,kate.png,tom.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.889806624
D,Training,73,Kate jabbed the dolphin with the tongs,jabbed,dolphin,tongs,dolphinladle,Sentence,2,InstControl,1,katedolphintongs_nopauses.mp3,katedolphintongsinstright2_context.png,katedolphintongsmodleft2_context.png,katedolphintongsinstright2_context.png,katedolphintongsmodleft2_context.png,1,inst,mod,L,R,462,3090,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katedolphintongsinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/katedolphintongsmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/katedolphintongs_nopauses.mp3?raw=true,0.890452507
D,Training,73,Who did not do it?,jabbed,NA,NA,NA,Question_Control,2,InstControl,,whodidnotdoit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,1498,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidnotdoit.mp3?raw=true,0.890452507
D,Training,30,Tom knocked on the turtle with the pan,knocked on,turtle,pan,turtleladle,Sentence,2,InstControl,6,tomturtlepan_nopauses.mp3,tomturtlepaninstleft2_context.png,tomturtlepanmodright2_context.png,tomturtlepanmodright2_context.png,tomturtlepaninstleft2_context.png,2,mod,inst,R,L,686,3331,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomturtlepanmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomturtlepaninstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomturtlepan_nopauses.mp3?raw=true,0.891663092
D,Training,30,Who did it?,knocked on,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.891663092
D,Training,74,Tom jabbed the cow with the tongs,jabbed,cow,tongs,cowladle,Sentence,2,InstControl,2,tomcowtongs_nopauses.mp3,tomcowtongsinstleft2_context.png,tomcowtongsmodright2_context.png,tomcowtongsmodright2_context.png,tomcowtongsinstleft2_context.png,2,mod,inst,R,L,638,3089,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomcowtongsmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomcowtongsinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomcowtongs_nopauses.mp3?raw=true,0.891765806
D,Training,74,Who did it?,jabbed,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.891765806
D,Training,20,Tom hit the girl with the leaf,hit,girl,leaf,girltennisracket,Sentence,2,InstControl,8,tomgirlleaf_nopauses.mp3,tomgirlleafinstright2_context.png,tomgirlleafmodleft2_context.png,tomgirlleafinstright2_context.png,tomgirlleafmodleft2_context.png,1,inst,mod,L,R,595,2679,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomgirlleafinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomgirlleafmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomgirlleaf_nopauses.mp3?raw=true,0.892372217
D,Training,20,Who did it? ,hit,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,tom.png,kate.png,tom.png,kate.png,1,congruent,incongruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.892372217
D,Training,66,Tom scratched the turtle with the chopsticks,scratched,turtle,chopsticks,turtleoar,Sentence,2,InstControl,6,tomturtlechopsticks_nopauses.mp3,tomturtlechopsticksinstright2_context.png,tomturtlechopsticksmodleft2_context.png,tomturtlechopsticksinstright2_context.png,tomturtlechopsticksmodleft2_context.png,1,inst,mod,L,R,594,3472,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomturtlechopsticksinstright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomturtlechopsticksmodleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomturtlechopsticks_nopauses.mp3?raw=true,0.895417278
D,Training,66,Who did it?,scratched,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.895417278
D,Training,54,Tom tapped the turtle with the crystal,tapped,turtle,crystal,turtleladle,Sentence,2,InstControl,6,tomturtlecrystal_nopauses.mp3,tomturtlecrystalinstleft2_context.png,tomturtlecrystalmodright2_context.png,tomturtlecrystalmodright2_context.png,tomturtlecrystalinstleft2_context.png,2,mod,inst,R,L,588,3081,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomturtlecrystalmodright2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tomturtlecrystalinstleft2_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/tomturtlecrystal_nopauses.mp3?raw=true,0.896130866
D,Training,54,Who did it?,tapped,NA,NA,NA,Question_Control,2,InstControl,,whodidit.mp3,tom.png,kate.png,kate.png,tom.png,2,incongruent,congruent,NA,NA,1,650,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/kate.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list2_training/tom.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list2_training/whodidit.mp3?raw=true,0.896130866
